ID,Age,Education,Marital_Status,Income,Kids_home,Teens_home,Total_Kids,Customer_type,Amount_Liquor,Amount_Fruits_Veg,Amount_Meat,Amount_Sweets,Amount_Bakery,Total_Purchase,Buyer_Category
3277,58,Graduate,Single,49431,0,1,1,old,219,3,100,,0,,Frequent buyer
3281,53,PhD,Married,49154,1,1,2,old,206,10,67,30,27,411,Frequent buyer
3283,41,Other,Married,70932,0,1,1,new,200,193,100,46,185,909,Frequent buyer
3286,46,PhD,Single,26642,1,0,1,new,13,2,15,2,2,42,Low buyer
3298,57,Other,Married,52973,0,1,1,old,856,0,76,12,9,1152,Potential buyer
3308,61,Graduate,Married,35704,1,1,2,new,30,9,12,2,11,,Frequent buyer
3310,40,Other,Married,35688,2,1,3,old,73,3,90,12,1,211,Frequent buyer
3312,25,Graduate,Single,34176,1,0,1,new,5,7,24,19,14,89,Frequent buyer
3321,46,PhD,Single,56575,0,2,2,old,421,,90,0,16,542,Frequent buyer
3332,28,Graduate,Single,29760,1,0,1,old,64,4,68,7,5,165,Frequent buyer
3334,62,Graduate,Married,94642,0,0,0,new,879,143,797,106,143,2211,Potential buyer
3336,65,PhD,Single,,0,1,1,old,712,0,45,0,0,948,Frequent buyer
3340,36,Graduate,Married,42014,1,0,1,old,244,15,108,4,15,436,Frequent buyer
3363,39,Other,Married,20130,0,0,0,new,0,6,3,7,6,34,Low buyer
3376,43,Other,Single,55282,1,0,1,old,125,6,73,8,4,235,Frequent buyer
3381,60,Other,Married,54348,1,1,2,new,70,0,16,0,0,90,Frequent buyer
3386,27,Graduate,Married,34935,0,0,0,old,34,4,66,3,,137,Frequent buyer
3388,46,Graduate,Single,70844,1,1,2,old,129,26,67,3,67,294,Frequent buyer
3389,43,Graduate,Married,69016,0,1,1,old,726,53,363,123,107,1533,Potential buyer
3403,55,PhD,Single,78952,0,1,,old,1170,19,594,99,76,2092,Potential buyer
3406,49,Graduate,Single,45989,0,1,1,old,138,33,87,28,24,322,Frequent buyer
3409,29,Graduate,Single,36108,1,0,1,old,141,8,129,3,11,339,Frequent buyer
3412,62,Other,Married,67381,0,1,1,old,815,8,53,11,0,957,Frequent buyer
3421,45,Other,Single,63841,0,1,1,old,635,15,100,20,7,908,Frequent buyer
3422,38,Graduate,Married,,0,1,1,old,1115,12,128,33,12,1376,Potential buyer
3426,38,Graduate,Single,70300,1,0,1,old,1045,61,338,60,46,1596,Potential buyer
3427,58,PhD,Married,59821,0,1,1,old,629,0,70,0,0,734,Frequent buyer
3428,28,PhD,Single,68682,0,0,0,old,919,0,505,99,30,1598,Potential buyer
3433,58,Other,Married,72635,0,0,0,old,390,22,323,104,35,981,Frequent buyer
3434,62,Graduate,Single,80872,0,0,0,new,483,72,567,94,12,1336,Potential buyer
3436,44,Graduate,Married,14045,1,0,1,new,11,0,5,2,1,20,Low buyer
3439,41,Graduate,Married,56721,1,1,2,old,157,6,39,6,13,296,Frequent buyer
3445,57,Graduate,Single,60714,0,0,0,old,216,162,224,101,92,957,Frequent buyer
3463,38,PhD,Married,69283,0,1,1,new,674,62,134,0,26,904,Frequent buyer
3469,36,PhD,Single,34487,1,1,2,old,19,18,33,24,1,103,Frequent buyer
3478,42,PhD,Married,60585,1,1,2,old,267,42,309,55,42,736,Frequent buyer
3479,63,Graduate,Single,16813,0,0,0,old,4,8,11,12,2,50,Low buyer
3483,55,Graduate,Married,48192,0,0,0,old,1039,43,204,153,58,1526,Potential buyer
3491,38,Graduate,Single,55914,0,1,1,old,384,60,364,119,101,1260,Potential buyer
3498,37,PhD,Married,55424,0,1,1,old,462,61,184,10,53,877,Frequent buyer
3503,63,Graduate,Single,82460,0,0,0,old,255,47,573,52,32,974,Frequent buyer
3507,43,Graduate,Single,76467,1,0,1,old,676,161,426,210,44,1575,Potential buyer
3515,61,Graduate,Single,62307,0,1,1,new,87,13,34,10,6,160,Frequent buyer
3517,61,Graduate,Single,40887,1,1,2,old,50,4,44,10,10,161,Frequent buyer
3518,30,Graduate,,25271,1,0,1,old,10,1,18,10,4,50,Low buyer
3520,23,Other,Single,91172,0,0,0,old,162,28,818,0,28,1092,Potential buyer
3523,51,Graduate,Single,75072,0,1,1,old,583,34,309,0,22,1073,Potential buyer
3524,42,Other,Single,39763,1,0,1,,80,1,60,4,6,167,Frequent buyer
3525,43,Graduate,Single,38200,1,1,2,old,12,0,4,0,0,17,Low buyer
3526,45,PhD,Married,38443,1,1,2,new,32,0,5,0,,38,Low buyer
3535,48,Graduate,Single,66294,0,0,0,new,251,108,334,65,92,967,Frequent buyer
3536,53,Graduate,Single,19740,0,1,1,old,7,11,3,10,4,55,Low buyer
3537,32,Graduate,Single,31089,1,0,1,old,31,3,31,2,8,79,Frequent buyer
3547,44,Other,Single,41021,1,0,1,old,14,7,9,6,16,64,Low buyer
3551,59,,Single,60033,0,1,1,new,62,1,57,19,11,198,Frequent buyer
3559,25,Other,Married,16248,1,0,1,new,12,11,10,3,12,57,Low buyer
3560,61,Graduate,Single,83844,0,0,0,old,901,31,345,75,31,1574,Potential buyer
3565,58,Other,Married,38452,1,1,2,new,56,0,14,0,0,72,Frequent buyer
3570,44,PhD,Single,42731,1,0,1,,159,2,51,6,2,244,Frequent buyer
3571,52,PhD,Single,,0,1,1,,918,21,118,13,10,1101,Potential buyer
3578,64,Graduate,,49160,0,1,1,,122,21,43,25,10,236,Frequent buyer
3584,58,PhD,Single,49667,0,0,0,old,1181,26,120,17,13,1396,Potential buyer
3594,40,Other,Married,54108,1,1,2,old,539,6,91,8,6,747,Frequent buyer
3595,50,Graduate,Single,,,1,1,new,631,43,239,128,76,1138,Potential buyer
3598,41,Graduate,Married,62710,0,1,1,old,441,35,83,7,29,606,Frequent buyer
3599,43,Graduate,Married,63684,0,1,1,old,575,80,428,208,93,1464,Potential buyer
3602,55,Other,Married,51412,0,1,1,old,140,3,29,4,5,195,Frequent buyer
3619,53,,Single,87305,0,0,0,old,345,25,501,63,138,1152,Potential buyer
3623,37,Graduate,Single,21675,1,0,1,new,4,0,16,17,4,45,Low buyer
3628,26,Other,Single,15038,1,0,1,old,4,8,11,19,12,80,Frequent buyer
3629,35,Graduate,Single,38557,1,0,1,old,76,3,31,4,4,145,Frequent buyer
3635,51,,Single,52597,0,1,1,,492,0,37,7,0,578,Frequent buyer
3641,37,Graduate,Married,13624,1,0,1,old,10,2,15,2,1,36,Low buyer
3643,39,Other,Married,63206,0,0,0,new,750,8,125,11,8,928,Frequent buyer
3645,41,PhD,Single,27213,1,0,1,old,19,3,26,10,9,70,Frequent buyer
3657,27,Graduate,Single,39146,1,0,1,old,94,1,,13,12,165,Frequent buyer
3661,24,Other,Single,80617,0,0,0,old,594,51,631,72,55,1435,Potential buyer
3665,36,Other,Single,25315,1,0,1,old,1,9,8,11,3,54,Low buyer
3667,44,Graduate,Married,80952,0,0,0,old,778,178,689,41,27,1757,Potential buyer
3673,42,Graduate,Single,55239,0,1,1,old,371,17,,23,24,779,Frequent buyer
3678,40,Graduate,Single,60208,1,1,2,old,488,23,71,15,0,656,Frequent buyer
3690,27,Other,Married,80141,0,0,0,old,1184,102,673,52,40,2091,Potential buyer
3696,48,Graduate,Single,30630,1,1,2,new,27,1,12,2,0,52,Low buyer
3697,59,Graduate,Single,39898,0,1,1,old,69,8,26,12,7,134,Frequent buyer
3698,30,Graduate,Single,78687,0,0,0,old,817,185,687,145,55,2130,Potential buyer
3706,35,Graduate,Single,28647,1,0,1,old,19,8,29,0,12,94,Frequent buyer
3710,29,PhD,Single,39684,1,0,1,old,19,0,35,6,4,81,Frequent buyer
3711,,Other,Married,80184,0,0,0,new,1035,134,670,25,38,1902,Potential buyer
3712,54,Graduate,Single,52332,0,0,0,old,212,5,33,7,0,259,Frequent buyer
3717,54,Graduate,Married,61180,0,1,1,new,403,24,29,6,24,704,Frequent buyer
3722,41,Graduate,Single,44503,1,1,2,new,31,1,8,0,0,48,Low buyer
3725,52,PhD,Single,84865,0,0,0,old,1248,16,349,43,16,1688,Potential buyer
3726,27,,Single,34320,,0,1,new,4,1,9,3,0,17,Low buyer
3732,58,Other,Married,52750,0,1,1,old,393,0,239,,69,860,Frequent buyer
3745,25,Other,Married,23331,1,0,1,old,5,36,7,0,10,103,Frequent buyer
3749,40,Graduate,Single,73926,0,0,0,old,627,91,597,159,91,1580,Potential buyer
3759,55,Graduate,Single,65196,0,2,2,old,743,19,181,12,0,1155,Potential buyer
3762,27,PhD,Single,69867,0,0,0,old,196,0,512,33,130,925,Frequent buyer
3766,54,Other,Single,33051,0,0,0,old,100,71,243,108,94,835,Frequent buyer
3767,45,Graduate,Married,,0,1,1,old,378,0,189,97,172,1008,Frequent buyer
3769,41,PhD,Single,,1,0,1,new,25,1,13,0,0,42,Low buyer
3783,54,PhD,Married,52854,1,1,2,new,105,0,10,0,1,116,Frequent buyer
3790,57,Graduate,Single,34633,2,1,3,new,8,1,5,0,0,15,Low buyer
3798,45,Graduate,Married,41120,1,1,2,old,24,2,23,0,8,81,Frequent buyer
3799,58,Graduate,Married,67225,0,1,1,old,315,35,322,46,7,868,Frequent buyer
3807,58,Graduate,Single,59925,0,1,1,old,473,21,176,19,21,766,Frequent buyer
3828,62,Graduate,Married,71107,0,1,1,old,533,10,217,198,174,1327,Potential buyer
3829,34,Other,Single,24594,1,0,1,old,1,3,6,10,0,29,Low buyer
3830,60,Other,Married,59354,0,2,2,new,295,21,78,39,13,459,Frequent buyer
3834,51,Graduate,Single,69627,0,1,1,old,231,161,215,171,30,861,Frequent buyer
3839,55,Other,Single,15056,1,1,2,old,6,12,3,21,6,88,Frequent buyer
3846,39,Graduate,Married,42557,0,1,1,old,192,5,53,0,,270,Frequent buyer
3850,50,Other,Single,14918,0,1,1,old,3,3,3,15,4,43,Low buyer
3852,52,Other,Single,74881,1,1,2,old,505,72,270,36,27,964,Frequent buyer
3855,50,Graduate,Married,22419,0,0,0,old,30,3,47,19,21,162,Frequent buyer
3856,53,Graduate,Single,63381,0,1,1,old,571,50,142,33,50,1005,Frequent buyer
3859,66,PhD,Single,73059,0,1,1,old,410,112,420,0,82,1095,Potential buyer
3865,36,Other,Single,20981,0,0,0,old,2,12,10,6,13,73,Frequent buyer
3867,66,PhD,Single,73059,,1,1,old,410,112,420,0,82,1095,Potential buyer
3870,35,Other,Single,63855,0,0,0,old,359,35,314,93,116,1006,Frequent buyer
3878,33,Other,Single,31859,1,0,1,new,3,4,7,15,8,48,Low buyer
3885,30,PhD,Married,33569,1,0,1,old,16,2,18,3,0,63,Low buyer
3887,43,Graduate,Single,27242,1,0,1,old,3,17,26,20,1,106,Frequent buyer
3896,29,Graduate,Married,27255,1,0,1,old,22,1,11,0,1,37,Low buyer
3900,41,Graduate,Married,65685,0,1,1,new,642,14,49,0,7,769,Frequent buyer
3910,38,Graduate,Single,83829,0,0,0,old,897,161,430,186,161,1862,Potential buyer
3916,42,PhD,Single,49269,1,0,1,old,639,8,166,11,8,890,Frequent buyer
3919,37,Other,Single,72309,0,0,0,old,960,0,883,50,38,1931,Potential buyer
3921,61,Other,Single,28457,0,0,0,old,24,1,108,29,29,205,Frequent buyer
3924,48,PhD,Single,57912,0,1,1,new,801,0,80,0,0,916,Frequent buyer
3933,33,Graduate,Single,44010,1,0,1,old,186,36,234,86,72,662,Frequent buyer
3934,47,Graduate,Married,61286,0,1,1,old,356,0,,19,9,608,Frequent buyer
3945,66,PhD,Single,68117,0,1,1,old,618,44,215,0,17,930,Frequent buyer
3955,48,Graduate,Single,4861,0,0,0,,2,1,1,1,0,6,Low buyer
3967,42,PhD,Married,78931,0,0,0,old,331,197,170,58,152,943,Frequent buyer
3968,43,Other,Single,65706,0,0,0,,918,10,129,13,0,1199,Potential buyer
3969,39,Other,Single,43018,0,1,1,old,35,4,17,7,6,133,Frequent buyer
3972,37,Graduate,Single,50200,1,1,2,old,266,6,51,8,6,401,Frequent buyer
3979,30,PhD,Single,90687,0,0,0,old,982,17,672,23,34,1779,Potential buyer
4001,67,PhD,Single,64014,2,1,3,new,406,0,30,0,0,444,Frequent buyer
4002,53,PhD,Married,77037,0,,1,old,463,96,333,168,53,1123,Potential buyer
4012,41,PhD,Single,62220,0,1,1,old,799,12,375,16,,1226,Potential buyer
4023,43,Graduate,Married,22979,1,0,1,old,16,17,19,,21,115,Frequent buyer
4037,37,Graduate,Single,31859,1,0,1,old,3,1,3,8,0,,Low buyer
4042,42,Graduate,Single,43300,0,1,1,old,91,3,52,2,1,180,Frequent buyer
4047,59,PhD,Married,65324,0,1,1,new,384,0,102,21,32,544,Frequent buyer
4050,47,Other,Married,49605,0,0,0,new,42,16,29,12,20,127,Frequent buyer
4055,27,Other,Single,18746,1,0,1,new,2,10,11,12,9,64,Low buyer
4058,58,PhD,Single,61284,0,0,0,old,618,15,106,20,7,811,Frequent buyer
4065,37,PhD,Married,49544,1,0,1,old,308,0,73,0,0,404,Frequent buyer
4066,35,Other,Single,21282,1,0,1,new,1,5,8,4,8,46,Low buyer
4070,44,PhD,Married,94871,0,2,2,old,169,24,553,188,0,1078,Potential buyer
4073,59,Other,Married,63564,0,0,0,new,769,80,252,15,34,1215,Potential buyer
4084,38,Graduate,Single,60934,0,1,1,new,224,155,155,192,93,873,Frequent buyer
4086,54,Graduate,Married,18690,,0,0,old,6,1,7,23,4,60,Low buyer
4088,51,PhD,Single,31497,0,1,1,old,108,1,28,13,1,155,Frequent buyer
4093,38,Other,Single,53253,1,1,2,old,216,9,57,20,9,436,Frequent buyer
4094,52,Graduate,Married,60544,1,1,2,old,201,2,43,3,5,,Frequent buyer
4095,42,Graduate,Married,37150,1,0,1,old,167,37,64,49,34,467,Frequent buyer
4096,45,Other,Single,41335,1,0,1,old,112,19,21,16,14,187,Frequent buyer
4098,40,Graduate,Married,24639,1,1,2,new,20,3,16,0,4,44,Low buyer
4099,41,Graduate,Married,30675,1,0,1,old,10,2,16,11,2,62,Low buyer
4102,38,Other,Married,37284,1,1,2,old,11,1,2,2,1,23,Low buyer
4107,65,PhD,Single,46681,0,2,2,old,269,15,69,15,19,425,Frequent buyer
4114,49,Other,Married,79143,0,0,0,old,650,37,,27,167,1693,Potential buyer
4119,50,Other,Single,38620,0,0,0,old,112,17,44,34,22,318,Frequent buyer
4120,38,Other,Single,49514,1,0,1,old,88,39,78,58,13,369,Frequent buyer
4122,38,Graduate,Married,79205,0,0,0,old,504,23,117,179,28,895,Frequent buyer
4127,46,PhD,Married,77766,0,1,1,,1004,59,265,115,59,1529,Potential buyer
4128,51,PhD,Single,56067,0,1,1,old,517,12,54,16,6,725,Frequent buyer
4136,27,Other,Single,7500,1,0,1,old,10,17,18,8,26,119,Frequent buyer
4137,65,Graduate,Single,70666,0,0,0,old,398,40,367,119,122,1076,Potential buyer
4138,51,Graduate,Single,76624,0,1,1,new,411,106,147,54,115,899,Frequent buyer
4141,48,Graduate,,71613,0,0,0,old,426,49,127,111,21,776,Frequent buyer
4148,41,Graduate,Married,38988,1,,3,old,164,24,103,12,3,348,Frequent buyer
4149,65,PhD,Single,76140,0,0,0,new,586,66,653,17,0,1348,Potential buyer
4168,47,Graduate,Single,37070,1,1,2,old,231,7,137,4,15,433,Frequent buyer
4174,57,Other,Single,55249,0,1,1,new,97,1,19,2,0,130,Frequent buyer
4179,54,Graduate,Single,24221,0,0,0,old,8,9,9,2,5,55,Low buyer
4184,63,PhD,Single,52157,0,1,1,new,189,2,29,3,2,265,Frequent buyer
4186,63,Graduate,Single,34026,1,1,2,old,18,6,15,12,8,76,Frequent buyer
4188,56,Graduate,Single,36864,,1,1,old,204,5,39,17,0,354,Frequent buyer
4198,48,Graduate,Single,29672,1,1,2,old,9,1,3,0,4,25,Low buyer
4200,43,Other,Married,44159,1,0,1,new,167,2,62,24,13,275,Frequent buyer
4201,51,,Single,57967,0,1,1,old,229,7,137,4,0,468,Frequent buyer
4207,32,PhD,Married,87171,0,0,0,old,1001,44,107,58,44,1298,Potential buyer
4211,27,Other,Married,20425,1,0,,old,4,12,5,3,16,57,Low buyer
4216,32,Graduate,Single,91065,0,0,0,old,822,114,108,179,137,1474,Potential buyer
4220,43,PhD,Married,59892,0,1,1,old,73,0,13,0,1,87,Frequent buyer
4227,45,Other,Single,32889,1,1,2,old,28,0,13,4,2,55,Low buyer
4240,35,Graduate,Married,17345,1,0,1,old,4,9,16,17,0,58,Low buyer
4246,31,Other,Single,6560,0,0,0,old,67,11,26,4,3,373,Frequent buyer
4248,53,Other,Single,98777,0,0,0,new,1000,19,711,125,115,2008,Potential buyer
4252,48,Graduate,Married,44375,0,1,1,new,213,5,28,7,7,301,Frequent buyer
4259,27,Other,Single,19485,2,0,2,old,6,0,4,0,0,10,Low buyer
4261,67,PhD,Single,82800,0,0,0,old,1006,22,115,59,68,,Potential buyer
4268,54,Graduate,Married,53154,0,1,1,new,129,0,21,0,1,158,Frequent buyer
4271,24,Other,Single,38683,1,0,1,old,46,35,,84,41,341,Frequent buyer
4278,30,PhD,Single,87188,0,0,0,old,910,111,724,49,74,1923,Potential buyer
4279,50,Other,Single,39548,1,1,2,new,15,4,10,3,4,54,Low buyer
4286,43,PhD,Single,57642,0,1,1,new,580,6,58,8,,679,Frequent buyer
4290,41,Graduate,Married,30467,1,0,1,,1,3,8,2,5,24,Low buyer
4297,44,Graduate,Single,23228,1,0,1,new,13,2,18,6,1,40,Low buyer
4298,40,PhD,Single,20427,1,0,1,new,5,0,4,0,0,10,Low buyer
4299,53,Graduate,Single,70971,0,1,1,old,1001,17,572,93,125,1825,Potential buyer
4301,42,Other,Married,35178,1,0,1,old,23,1,13,2,2,59,Low buyer
4303,56,PhD,Single,6835,0,1,1,old,107,2,12,2,2,137,Frequent buyer
4310,69,Graduate,Married,80589,0,0,0,new,507,93,520,242,40,1428,Potential buyer
4320,34,Graduate,Single,60152,0,1,1,old,325,83,300,86,58,943,Frequent buyer
4322,55,PhD,Single,77863,0,0,0,old,881,38,319,16,25,1291,Potential buyer
4324,24,Graduate,Married,42387,1,0,,old,235,0,235,19,4,684,Frequent buyer
4328,27,Other,Married,21955,1,0,1,old,5,1,7,17,14,55,Low buyer
4329,29,PhD,Married,18988,1,0,1,new,6,,6,2,1,16,Low buyer
4331,35,Other,Single,85738,0,0,0,new,913,26,376,17,26,1371,Potential buyer
4333,59,Graduate,Single,32144,1,1,2,new,41,0,10,0,0,54,Low buyer
4338,30,Graduate,Single,39062,1,0,1,new,23,0,9,0,0,44,Low buyer
4339,43,PhD,Married,67353,0,1,1,old,702,17,151,0,8,913,Frequent buyer
4345,49,Other,Single,,1,1,2,new,5,1,9,2,0,21,Low buyer
4351,58,Graduate,Single,37244,1,1,2,old,18,2,10,0,,55,Low buyer
4356,42,Graduate,Single,71819,0,1,1,old,1224,28,140,0,14,1574,Potential buyer
4368,33,Graduate,Married,47850,1,0,1,old,42,7,43,20,12,134,Frequent buyer
4369,56,Other,Single,65487,0,0,0,new,240,67,500,199,0,1169,Potential buyer
4370,47,Graduate,Single,43482,2,1,3,old,18,1,32,6,3,88,Frequent buyer
4376,53,Other,Single,32218,0,0,0,new,10,24,15,13,1,93,Frequent buyer
4377,42,Graduate,Married,52914,0,1,1,old,254,10,44,30,10,575,Frequent buyer
4381,42,PhD,Married,46463,1,1,2,old,163,2,40,8,11,235,Frequent buyer
4385,32,PhD,Single,36038,1,0,1,old,23,,15,0,2,47,Low buyer
4390,59,Graduate,Single,75315,0,1,1,new,459,15,171,142,23,841,Frequent buyer
4391,45,Other,Single,63841,0,1,1,old,635,15,100,,7,908,Frequent buyer
4394,48,PhD,Married,81051,0,0,0,new,1142,29,249,38,29,1501,Potential buyer
4399,44,Graduate,Single,68695,0,0,0,new,458,81,356,106,50,1091,Potential buyer
4405,57,Other,Married,63915,0,2,2,old,622,7,115,30,0,789,Frequent buyer
4406,43,Graduate,Single,67419,0,1,1,old,846,84,352,91,56,1471,Potential buyer
4415,,Graduate,Married,16860,1,1,2,old,10,4,4,3,3,38,Low buyer
4418,30,Other,Single,89616,0,0,0,old,671,47,655,145,111,1644,Potential buyer
4426,38,Graduate,Single,55801,1,1,2,old,367,4,51,6,4,527,Frequent buyer
4427,24,Other,Single,83257,0,0,0,old,536,27,590,38,107,1365,Potential buyer
4432,37,Graduate,Single,31615,1,0,1,old,2,,20,6,11,51,Low buyer
4436,37,Graduate,Single,20180,0,0,0,old,18,42,24,15,20,137,Frequent buyer
4437,51,Graduate,Married,65316,1,1,2,old,112,6,92,3,9,,Frequent buyer
4440,49,Other,Married,64100,0,1,1,old,509,0,27,0,0,546,Frequent buyer
4442,52,Graduate,Single,46524,0,1,1,old,31,19,35,26,14,177,Frequent buyer
4444,41,Graduate,Married,30023,1,0,1,new,11,0,16,7,6,61,Low buyer
4452,56,Graduate,Single,50388,0,1,1,new,292,6,,0,3,372,Frequent buyer
4459,24,Graduate,Single,30279,1,0,1,old,10,4,14,4,4,37,Low buyer
4470,51,Other,Married,58646,0,1,1,old,62,1,44,,5,140,Frequent buyer
4472,43,PhD,Single,35682,1,0,1,new,23,0,8,6,2,57,Low buyer
4475,64,PhD,Married,69098,0,0,0,old,1315,22,780,145,0,2440,Potential buyer
4477,55,Graduate,Single,69096,0,1,1,old,247,49,159,7,82,653,Frequent buyer
4478,34,Graduate,Married,63777,,1,2,old,457,5,106,15,17,653,Frequent buyer
4480,40,Other,Married,60432,0,1,1,new,365,3,15,4,3,401,Frequent buyer
4483,26,,Single,72354,0,0,0,old,315,,473,220,12,1228,Potential buyer
4487,44,Other,Single,39858,1,0,1,old,15,20,25,2,7,95,Frequent buyer
4491,64,Other,Married,62845,1,1,2,old,1099,0,45,0,0,1178,Potential buyer
4500,28,PhD,Single,68682,0,0,0,old,919,0,505,99,30,1598,Potential buyer
4501,48,Other,Single,69882,0,0,0,old,292,127,635,132,127,1478,Potential buyer
4507,61,Graduate,Single,72228,0,0,0,old,631,28,491,30,14,1250,Potential buyer
4508,61,Graduate,Single,75127,0,0,0,new,203,35,305,,17,833,Frequent buyer
4518,34,Graduate,Single,85693,0,1,1,old,386,172,183,185,132,1169,Potential buyer
4530,65,Other,Single,78427,0,0,0,old,972,19,595,180,26,1930,Potential buyer
4541,58,Graduate,Single,38946,0,1,1,old,116,6,82,6,6,257,Frequent buyer
4543,33,Graduate,Married,82497,0,0,0,old,777,129,573,216,21,1919,Potential buyer
4547,53,Graduate,Single,13672,1,1,2,old,6,2,9,2,1,25,Low buyer
4548,32,Graduate,Single,41967,1,1,2,old,23,4,10,0,2,54,Low buyer
4550,47,Other,Single,33564,0,1,1,new,61,0,3,0,0,71,Frequent buyer
4552,28,Graduate,Married,51373,,0,0,old,83,2,101,64,26,393,Frequent buyer
4554,48,Graduate,Single,47009,0,1,1,old,171,45,73,59,10,448,Frequent buyer
4557,43,Graduate,Single,22070,1,0,1,old,10,7,19,8,2,67,Low buyer
4580,44,Graduate,Married,75759,0,0,0,old,1394,22,708,89,91,2486,Potential buyer
4587,69,Other,Single,45006,0,0,0,old,162,25,53,16,0,266,Frequent buyer
4597,43,PhD,Single,82072,0,0,0,old,889,55,685,168,92,2018,Potential buyer
4599,37,Other,Married,49681,0,2,2,old,411,0,26,0,0,458,Frequent buyer
4603,53,PhD,Married,65695,0,1,1,new,371,32,189,0,58,656,Frequent buyer
4607,54,Graduate,Single,71367,0,0,0,old,227,23,389,42,21,777,Frequent buyer
4608,26,Graduate,Single,81361,0,0,0,new,163,23,424,27,65,778,Frequent buyer
4609,47,PhD,Married,57705,0,1,1,new,383,0,53,6,4,486,Frequent buyer
4611,43,Graduate,Single,105471,0,0,0,old,1009,181,104,202,21,1724,Potential buyer
4619,68,PhD,Single,113734,,0,0,new,6,2,3,1,262,277,Frequent buyer
4637,59,PhD,Single,74637,0,0,0,old,960,64,464,146,0,1650,Potential buyer
4640,46,Graduate,Single,70647,0,1,1,old,561,85,171,25,123,1079,Potential buyer
4643,40,Graduate,Married,27803,1,0,1,old,8,26,46,38,,176,Frequent buyer
4646,62,Other,Married,78497,0,0,0,old,207,26,447,75,0,978,Frequent buyer
4653,35,Graduate,Single,42011,1,0,1,old,131,0,16,2,1,189,Frequent buyer
4654,27,Graduate,Single,75114,0,0,0,old,,12,523,63,60,1253,Potential buyer
4656,23,Other,Single,51250,1,0,1,old,342,32,230,34,32,710,Frequent buyer
4669,32,Other,Married,24480,1,0,1,old,4,19,9,28,25,102,Frequent buyer
4673,50,PhD,Married,81300,0,1,1,old,1004,12,145,32,12,1241,Potential buyer
4676,62,Other,Single,73705,0,2,2,new,612,91,520,258,107,1695,Potential buyer
4679,36,Other,Married,78710,0,1,1,new,721,0,152,119,50,1092,Potential buyer
4682,55,Graduate,Married,51876,0,0,0,old,99,27,102,28,48,310,Frequent buyer
4686,51,PhD,Single,82571,0,0,0,new,861,31,558,62,95,1686,Potential buyer
4687,55,Other,Married,80739,0,0,0,old,674,92,736,39,0,1633,Potential buyer
4690,60,Graduate,Married,50725,0,1,,old,443,10,75,0,10,586,Frequent buyer
4692,37,Graduate,Married,7500,1,0,1,old,7,0,12,13,7,71,Frequent buyer
4697,64,Other,Single,35416,0,0,0,old,248,3,81,4,3,390,Frequent buyer
4698,30,PhD,Married,50150,0,0,0,old,135,46,92,65,61,410,Frequent buyer
4702,49,Graduate,Single,61839,0,0,0,old,1000,155,379,224,17,1895,Potential buyer
4706,47,Graduate,Single,34704,0,1,1,old,29,0,5,0,1,40,Low buyer
4712,28,Other,Single,20193,0,0,0,old,8,8,22,24,11,82,Frequent buyer
4713,34,PhD,Married,31605,1,0,1,old,74,0,42,2,1,125,Frequent buyer
4725,63,PhD,Single,50616,0,1,1,new,30,2,25,0,1,67,Low buyer
4741,39,Other,Married,65463,1,0,1,new,391,32,70,21,32,562,Frequent buyer
4743,44,PhD,Married,56242,0,1,1,old,689,8,167,11,8,971,Frequent buyer
4749,45,Graduate,Single,58554,1,1,2,old,368,24,68,38,0,586,Frequent buyer
4754,47,Other,Married,33585,0,1,1,old,30,11,,13,6,122,Frequent buyer
4756,61,Other,Single,63998,0,0,0,old,176,29,818,0,33,1168,Potential buyer
4764,61,Other,Single,40442,1,1,2,old,45,12,52,25,22,169,Frequent buyer
4767,48,Other,Married,70924,0,0,0,new,635,114,254,132,152,1363,Potential buyer
4769,36,Other,Single,57954,1,1,2,new,456,4,24,0,0,493,Frequent buyer
4785,43,PhD,Single,77622,0,2,2,new,520,7,154,19,0,714,Frequent buyer
4786,36,Graduate,Married,75330,1,1,2,old,555,82,257,93,61,1109,Potential buyer
4789,60,Graduate,Single,80812,0,0,0,old,769,22,500,210,143,1677,Potential buyer
4790,55,Graduate,Single,79803,0,1,1,new,574,8,,21,16,868,Frequent buyer
4791,33,Graduate,Single,44964,1,1,2,old,19,1,17,2,0,41,Low buyer
4796,61,Graduate,Single,49638,0,1,1,new,18,10,3,,5,39,Low buyer
4808,57,Graduate,Married,15759,0,0,0,old,1,2,5,6,0,17,Low buyer
4817,57,Graduate,Single,22304,0,0,0,old,3,2,7,0,4,18,Low buyer
4827,57,PhD,Single,54998,0,1,1,old,154,22,202,39,30,455,Frequent buyer
4828,59,Graduate,Single,79865,0,1,1,new,71,99,278,185,121,792,Frequent buyer
4832,34,Graduate,Married,27244,1,0,1,new,6,5,17,3,24,101,Frequent buyer
4837,48,PhD,Married,71322,0,1,1,old,753,43,226,69,10,,Potential buyer
4838,35,Graduate,Single,22775,1,0,1,old,5,1,8,0,0,15,Low buyer
4843,61,Graduate,Single,75127,0,0,0,new,203,35,305,46,17,833,Frequent buyer
4855,39,PhD,Single,30351,1,0,1,old,14,0,24,,3,46,Low buyer
4856,56,Other,Married,82347,0,0,0,old,556,54,845,202,133,1853,Potential buyer
4860,43,Graduate,Single,24206,1,0,1,old,7,2,8,3,2,25,Low buyer
